,NAME,ADDRESS,City,State Code,Zip Code,County,Rural Versus Urban,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders,Number of Beds + Total for all Subproviders,Total Bed Days Available + Total for all Subproviders,Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Hospital Number of Beds For Adults &amp; Peds,Hospital Total Bed Days Available For Adults &amp; Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Total Fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges
884,HILLSBORO COMMUNITY HOSPITAL,701 SOUTH MAIN STREET,HILLSBORO,KS,67063,MARION,R,41.68,881,15,"5,475",128,"5,113",15,"5,475",128,306.0,15.0,5475.0,128.0,10.0,636700.0,564657.0,1256545.0,3559603.0,5889839.0,637520.0,9114349.0,2493316.0,7784101.0,10277417.0,0,0,0,0,0,0,223535.0,0,0,4167749.0,-3374888.0,86316.0,103521.0,0,1205563.0,0.0,0,958971.0,958971.0,11169046.0,3702501.0,1845555.0,622789.0,-159949.0,0,743629.0,6754525.0,11719661.0,-678967.0,0,545244.0,11585938.0,18340463.0,-7171417.0,-7171417.0,11169046.0,0,0,2929782.0,8062805.0,10992587.0,3855991.0,9449442.0,-5593451.0,45285.0,-5548166.0,0,-5548166.0,0.89,280130.0,1096055.0
885,LAURELWOOD HOSPITAL,35900 EUCLID AVENUE,WILLOUGHBY,OH,44094,,U,260.30,"43,455",159,"58,035","6,508","43,455",159,"58,035","6,508",43455.0,159.0,58035.0,6508.0,0,0,0,0,14745018.0,12871811.0,717598.0,22426435.0,65182500.0,7168230.0,72350730.0,0,0,0,0,0,0,-47249.0,0,0,6357063.0,-3533856.0,101871.0,253298.0,0,2044706.0,0.0,57196348.0,900749.0,58097097.0,62170886.0,534639.0,469373.0,461966.0,0,0,209615.0,1675593.0,0,0,0,-39551895.0,-39551895.0,-37876302.0,100047188.0,100047188.0,62170886.0,0,0,68829679.0,7168230.0,75997909.0,31688802.0,27616829.0,4071973.0,30562.0,4102535.0,0,4102535.0,,0,0
886,COON MEMORIAL HOSPITAL,1411 DENVER,DALHART,TX,79022-,,R,122.68,"2,649",21,"7,686",615,"29,418",21,"7,686",615,1293.0,21.0,7686.0,615.0,1611007.0,1419443.0,2887755.0,7119577.0,6832362.0,16270610.0,1441046.0,21999536.0,7068315.0,25255849.0,32324164.0,0,0,0,0,0,0,407816.0,9199750.0,0,7270837.0,-4588001.0,458139.0,1666788.0,0,17285700.0,0.0,0,250.0,250.0,23944262.0,1660013.0,662180.0,0,590145.0,2180618.0,1115058.0,9873456.0,0,3752840.0,0,713000.0,4465840.0,14339296.0,9604966.0,9604966.0,23944262.0,0,0,7098849.0,25544614.0,32643463.0,17159072.0,23102972.0,-5943900.0,12987314.0,7043414.0,1823336.0,5220078.0,0.68,1869258.0,9560412.0
887,ENCOMPASS HEALTH REHABILITATION HOSP,6400 EDGELAKE DRIVE,SARASOTA,FL,35240,SARASOTA,U,271.93,"31,703",96,"35,040","2,514","31,703",96,"35,040","2,514",31703.0,96.0,35040.0,2514.0,0,0,0,0,18093959.0,18779297.0,1322177.0,31577885.0,63492274.0,720.0,63492994.0,4213005.0,0,18093959.0,498.0,0,0,16662059.0,0,0,10019393.0,-2294070.0,61787.0,20794.0,0,24469963.0,0.0,0,6675002.0,6675002.0,48385483.0,455395.0,1292447.0,0,0,0,950430.0,2698272.0,0,0,0,3673782.0,3673782.0,6372054.0,42013429.0,42013429.0,48385483.0,0,0,63492994.0,0,63492994.0,49603503.0,36873256.0,12730247.0,66885.0,12797132.0,0,12797132.0,,0,0
888,ENCOMPASS HEALTH REHABILITATION HOSP,1600 37TH STREET,VERO BEACH,FL,32960,INDIAN RIVER,U,179.72,"21,101",80,"29,200","1,724","21,101",80,"29,200","1,724",21101.0,80.0,29200.0,1724.0,0,0,0,0,11723431.0,13122033.0,1401075.0,22477313.0,40385511.0,0,40385511.0,1891932.0,0,11723432.0,0,0,0,12402995.0,0,0,5263562.0,-1012154.0,101370.0,42642.0,0,16798415.0,0.0,0,10557659.0,10557659.0,31921395.0,557870.0,956536.0,0,0,0,1795594.0,3310000.0,0,0,0,6754016.0,6754016.0,10064016.0,21857379.0,21857379.0,31921395.0,0,0,40385511.0,0,40385511.0,29799923.0,24845464.0,4954459.0,59000.0,5013459.0,0,5013459.0,,0,0
889,SEA PINES REHABILITATION HOSPITAL  A,101 EAST FLORIDA AVENUE,MELBOURNE,FL,32901,BREVARD,U,203.49,"21,814",90,"32,850","1,653","21,814",90,"32,850","1,653",21814.0,90.0,32850.0,1653.0,0,0,0,0,13059939.0,11001713.0,1371519.0,23499922.0,43915278.0,17704.0,43932982.0,2981383.0,0,13059939.0,260732.0,0,0,3272074.0,0,0,5575619.0,-974621.0,118876.0,40775.0,0,8032723.0,0.0,0,3142245.0,3142245.0,22254665.0,219838.0,1052287.0,0,0,0,2003737.0,3275862.0,0,0,0,5447990.0,5447990.0,8723852.0,13530813.0,13530813.0,22254665.0,0,0,43915278.0,17704.0,43932982.0,30681648.0,24061652.0,6619996.0,76418.0,6696414.0,0,6696414.0,,0,0
890,ENCOMPASS HEALTH REHABILITATION HOSP,901 NORTH CLEARWATER-LARGO ROAD,LARGO,FL,33770,PINELLAS,U,188.48,"21,383",70,"25,550","1,556","21,383",70,"25,550","1,556",21383.0,70.0,25550.0,1556.0,0,0,0,0,12703014.0,11607595.0,550656.0,22685912.0,37797792.0,0,37797792.0,2665528.0,0,12703014.0,33684.0,0,0,3920647.0,0,0,5989118.0,-1175734.0,109132.0,80405.0,0,8923568.0,0.0,0,37314.0,37314.0,12640903.0,310564.0,894961.0,0,0,0,560304.0,1765829.0,0,0,0,0,0,1765829.0,10875074.0,10875074.0,12640903.0,0,0,37797791.0,0,37797791.0,29192313.0,24310609.0,4881704.0,46260.0,4927964.0,0,4927964.0,,0,0
891,ENCOMPASS HEALTH REHABILITATION HOSP,20601 OLD CUTLER ROAD,MIAMI,FL,33189,MIAMI-DADE,U,148.81,"16,533",60,"21,900","1,406","16,533",60,"21,900","1,406",16533.0,60.0,21900.0,1406.0,0,0,0,0,9423712.0,12101849.0,1266831.0,18983551.0,40545970.0,0,40545970.0,1675185.0,0,9423712.0,0,0,0,4644118.0,0,0,6574420.0,-1746596.0,85489.0,73784.0,0,9631215.0,0.0,0,8105.0,8105.0,15483386.0,390457.0,714150.0,0,0,0,528613.0,1633220.0,0,0,0,1653.0,1653.0,1634873.0,13848513.0,13848513.0,15483386.0,0,0,40545970.0,0,40545970.0,27313831.0,21525561.0,5788270.0,123123.0,5911393.0,0,5911393.0,,0,0
892,VAN MATRE ENCOMPASS HEALTH REHABILIT,950 SOUTH MULFORD ROAD,ROCKFORD,IL,61108,WINNEBAGO,U,175.59,"20,530",65,"23,725","1,644","20,530",65,"23,725","1,644",20530.0,65.0,23725.0,1644.0,0,0,0,0,12020538.0,11235540.0,1229872.0,22451530.0,44087168.0,0,44087168.0,3071504.0,0,12020538.0,68972.0,0,0,3091092.0,0,0,6560619.0,-1552964.0,96396.0,19565.0,0,8214708.0,0.0,0,4085560.0,4085560.0,21566020.0,601272.0,1150663.0,0,0,0,1439037.0,3190972.0,0,0,0,9647657.0,9647657.0,12838629.0,8727391.0,8727391.0,21566020.0,0,0,44087255.0,-87.0,44087168.0,30820045.0,23256078.0,7563967.0,1184896.0,8748863.0,0,8748863.0,,0,0
893,COMMUNITY MENTAL HEALTH CENTER,285 BIELBY ROAD,LAWRENCEBURG,IN,47025,DEARBORN,U,232.00,"2,852",16,"5,856",540,"2,852",16,"5,856",540,2852.0,16.0,5856.0,540.0,0,0,0,0,12277218.0,8095869.0,1.0,5761031.0,3242771.0,4399287.0,7642058.0,0,0,0,0,0,0,6368156.0,4036627.0,0,2884492.0,-1641742.0,0,55376.0,102464.0,13358995.0,0.0,0,0,0,22459110.0,209520.0,2037068.0,0,0,-2441.0,254127.0,2811556.0,87564.0,260000.0,0,0,347564.0,3159120.0,19299987.0,19299987.0,22459107.0,0,0,3242771.0,17111023.0,20353794.0,14833923.0,20373087.0,-5539164.0,8998344.0,3459180.0,13.0,3459167.0,,0,0
894,OAKLAWN PSYCHIATRIC CENTER  INC.,330 LAKEVIEW DRIVE,GOSHEN,IN,46527-0809,ELKHART,U,816.00,"4,476",16,"5,856",542,"4,476",16,"5,856",542,4476.0,16.0,5856.0,542.0,0,0,0,0,36105174.0,21669284.0,1448045.0,16494119.0,6165230.0,10912272.0,17077502.0,0,0,0,0,0,0,10560305.0,0,0,2816983.0,0,0,905098.0,0,19003776.0,0.0,14631026.0,0,14631026.0,44422640.0,1518419.0,3023992.0,0,601190.0,0,1390519.0,6534120.0,7264517.0,0,0,1680663.0,8945180.0,15479300.0,28943340.0,28943340.0,44422640.0,0,0,6545635.0,45486520.0,52032155.0,39218514.0,57774458.0,-18555944.0,19103093.0,547149.0,2.0,547147.0,,0,0
895,ENCOMPASS HEALTH REHABILITATION HOSP,201 MEDICAL VILLAGE DRIVE,EDGEWOOD,KY,41017,KENTON,U,150.47,"17,336",51,"18,615","1,491","17,336",51,"18,615","1,491",17336.0,51.0,18615.0,1491.0,0,0,0,0,10566852.0,10907345.0,1206714.0,20060337.0,38419092.0,2484.0,38421576.0,1920698.0,0,10566852.0,513031.0,0,0,4135498.0,0,0,6325660.0,-1614226.0,108401.0,19739.0,0,8975072.0,0.0,0,1637408.0,1637408.0,19675486.0,377803.0,748784.0,0,0,0,22939.0,1149526.0,0,0,0,1143982.0,1143982.0,2293508.0,17381978.0,17381978.0,19675486.0,0,0,38421576.0,0,38421576.0,25917553.0,21474197.0,4443356.0,-130216.0,4313140.0,0,4313140.0,,0,0
896,ROYAL OAKS HOSPITAL,307 NORTH MAIN,WINDSOR,MO,65360,HENRY,R,206.50,"12,261",54,"19,764","1,468","12,261",54,"19,764","1,468",12261.0,54.0,19764.0,1468.0,0,0,0,0,12247422.0,8218251.0,580303.0,18908244.0,27452962.0,0,27452962.0,0,0,0,0,0,0,1712517.0,0,0,5585796.0,-4718732.0,45382.0,175793.0,0,3230590.0,0.0,0,523315.0,523315.0,9055553.0,68405.0,2767992.0,0,0,0,13216583.0,16052980.0,0,4397000.0,0,0,4397000.0,20449980.0,-11394427.0,-11394427.0,9055553.0,0,0,36529813.0,2609489.0,39139302.0,19067391.0,20465673.0,-1398282.0,542731.0,-855551.0,3185297.0,-4040848.0,,0,0
897,ENCOMPASS HEALTH REHABILITATION HOSP,900 EAST CHEVES STREET,FLORENCE,SC,29506,FLORENCE,U,141.34,"16,413",88,"32,120","1,199","16,413",88,"32,120","1,199",16413.0,88.0,32120.0,1199.0,0,0,0,0,8908173.0,9075752.0,835607.0,17945758.0,34698040.0,0,34698040.0,2087231.0,0,8908173.0,251142.0,0,0,2422888.0,0,0,3652446.0,-838382.0,44836.0,29847.0,0,5311635.0,0.0,0,1966469.0,1966469.0,11792375.0,232643.0,827692.0,0,0,0,141818.0,1202153.0,0,0,0,1764962.0,1764962.0,2967115.0,8825260.0,8825260.0,11792375.0,0,0,34698041.0,0,34698041.0,21742599.0,17983925.0,3758674.0,56739.0,3815413.0,0,3815413.0,,0,0
898,ENCOMPASS HEALTH REHABILITATION HOSP,9181 MEDCOM STREET,CHARLESTON,SC,29406,CHARLESTON,U,104.70,"10,947",49,"17,885",856,"10,947",49,"17,885",856,10947.0,49.0,17885.0,856.0,0,0,0,0,6625426.0,7708816.0,406766.0,12849738.0,22742528.0,1462.0,22743990.0,1443164.0,0,6625426.0,295755.0,0,0,1658912.0,0,0,3168940.0,-855532.0,28321.0,101980.0,0,4102621.0,0.0,0,4033222.0,4033222.0,10213795.0,309814.0,633057.0,0,0,0,907238.0,1850109.0,0,0,0,3053076.0,3053076.0,4903185.0,5310610.0,5310610.0,10213795.0,0,0,22742528.0,1462.0,22743990.0,15204714.0,14334242.0,870472.0,16452.0,886924.0,0,886924.0,,0,0
899,ANMED HEALTH REHABILITATION HOSPITAL,1 SPRING BACK WAY,ANDERSON,SC,29621,ANDERSON,U,147.64,"17,145",60,"21,900","1,458","17,145",60,"21,900","1,458",17145.0,60.0,21900.0,1458.0,0,0,0,0,9059316.0,7012095.0,655105.0,18863538.0,34892968.0,10744.0,34903712.0,1657416.0,0,9059316.0,0,0,0,4117261.0,0,0,5994065.0,-1408146.0,29684.0,18959.0,0,8751823.0,0.0,0,876527.0,876527.0,14605654.0,504842.0,813175.0,0,0,0,2836891.0,4154908.0,0,0,0,5734032.0,5734032.0,9888940.0,4716714.0,4716714.0,14605654.0,0,0,34893345.0,10365.0,34903710.0,27268063.0,16071411.0,11196652.0,107481.0,11304133.0,0,11304133.0,,0,0
900,TIDELANDS HEALTH REHABILITATION HOSP,4070 HIGHWAY 17 BYPASS SOUTH  4TH F,MURRELLS INLET,SC,29576,GEORGETOWN,R,111.30,"10,686",75,"27,300",832,"10,686",75,"27,300",832,10686.0,75.0,27300.0,832.0,0,0,0,0,8178856.0,10147104.0,1481324.0,15914948.0,24569409.0,0,24569409.0,0,0,8178856.0,0,0,0,-1881707.0,0,0,3973266.0,-655053.0,61264.0,301914.0,0,1799684.0,0.0,0,18322582.0,18322582.0,45038930.0,313049.0,654365.0,0,0,0,816601.0,1784015.0,0,0,0,17827410.0,17827410.0,19611425.0,25427505.0,25427505.0,45038930.0,0,0,24569409.0,0,24569409.0,17083987.0,18325960.0,-1241973.0,1225329.0,-16644.0,0,-16644.0,,0,0
901,ENCOMPASS HEALTH REHABILITATION HOSP,1282 UNION AVE,MEMPHIS,TN,38104,SHELBY,U,142.06,"17,136",80,"29,200","1,631","17,136",80,"29,200","1,631",17136.0,80.0,29200.0,1631.0,0,0,0,0,9111060.0,10494232.0,1214366.0,18777774.0,43472119.0,2003799.0,45475918.0,1961040.0,0,9111060.0,2206.0,0,0,8162007.0,0,0,4511235.0,-1305316.0,121650.0,26402.0,0,11515978.0,0.0,0,6120.0,6120.0,21608823.0,688639.0,869787.0,0,0,0,352642.0,1911068.0,0,0,0,6573693.0,6573693.0,8484761.0,13124062.0,13124062.0,21608823.0,0,0,43472119.0,2003799.0,45475918.0,25796424.0,19605292.0,6191132.0,-110316.0,6080816.0,0,6080816.0,,0,0
902,CORYELL MEMORIAL HOSPITAL,1507 WEST MAIN STREET,GATESVILLE,TX,76528-,CORYELL,U,462.56,"2,540",25,"9,125",771,"12,592",25,"9,125",771,1817.0,21.0,7665.0,771.0,2007185.0,1243942.0,2836284.0,4318501.0,16725206.0,36259151.0,2037131.0,43760681.0,15958839.0,89962311.0,105921150.0,0,0,0,0,0,0,50905316.0,0,0,70339212.0,-25709212.0,869509.0,7036273.0,1420761.0,134627209.0,0.0,28017187.0,0,28017187.0,211727314.0,46891439.0,2995620.0,724382.0,0,6451024.0,397805.0,63628239.0,0,33143759.0,0,0,33143759.0,96771998.0,114955316.0,114955316.0,211727314.0,0,0,16897734.0,339551388.0,356449122.0,275998092.0,288409141.0,-12411049.0,29614178.0,17203129.0,639644.0,16563485.0,0.41,2213821.0,8946126.0
903,ENCOMPASS HEALTH REHABILITATION HOSP,120 12TH STREET,PRINCETON,WV,24740,MERCER,R,114.24,"14,831",60,"21,900","1,179","14,831",60,"21,900","1,179",14831.0,60.0,21900.0,1179.0,0,0,0,0,6734784.0,8559448.0,708524.0,13268002.0,30922278.0,0,30922278.0,1610928.0,0,6734784.0,0,0,0,3639999.0,0,0,5424949.0,-1051344.0,45047.0,18558.0,0,8077209.0,0.0,0,10513755.0,10513755.0,22468133.0,193593.0,635587.0,0,0,0,300425.0,1129605.0,0,0,0,248370.0,248370.0,1377975.0,21090158.0,21090158.0,22468133.0,0,0,30922276.0,0,30922276.0,21766549.0,15294232.0,6472317.0,5752.0,6478069.0,0,6478069.0,,0,0
904,ENCOMPASS HEALTH REHABILITATION HOSP,6900 WEST COUNTRY CLUB DRIVE,HUNTINGTON,WV,25705,CABELL,U,161.94,"19,986",62,"22,630","1,590","19,986",62,"22,630","1,590",19986.0,62.0,22630.0,1590.0,0,0,0,0,9991049.0,12328226.0,433015.0,19263630.0,43757470.0,0,43757470.0,2298680.0,0,9991049.0,2350.0,0,0,7138853.0,0,0,7394674.0,-1909810.0,35803.0,35966.0,0,12695486.0,0.0,0,5103226.0,5103226.0,19124560.0,586634.0,734087.0,0,0,0,1285920.0,2606641.0,0,0,0,3319584.0,3319584.0,5926225.0,13198335.0,13198335.0,19124560.0,0,0,43757470.0,0,43757470.0,31064510.0,22319275.0,8745235.0,86228.0,8831463.0,0,8831463.0,,0,0
905,ENCOMPASS HEALTH REHABILITATION HOSP,1160 VAN VOORHIS ROAD,MORGANTOWN,WV,26505,MONONGALIA,U,218.14,"26,641",96,"35,040","2,226","26,641",96,"35,040","2,226",26641.0,96.0,35040.0,2226.0,0,0,0,0,14385908.0,17526073.0,880804.0,28253554.0,59345438.0,0,59345438.0,2913950.0,0,14385908.0,344808.0,0,0,4287834.0,0,0,7920297.0,-1712251.0,91662.0,1018326.0,0,11605868.0,0.0,0,5951349.0,5951349.0,21446768.0,781209.0,1247700.0,0,0,0,4971206.0,7000115.0,0,0,0,5459440.0,5459440.0,12459555.0,8987213.0,8987213.0,21446768.0,0,0,59345436.0,0,59345436.0,38287783.0,31911981.0,6375802.0,133447.0,6509249.0,0,6509249.0,,0,0
906,ENCOMPASS HEALTH LAKESHORE REHABILIT,3800 RIDGEWAY DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,U,292.51,"31,634",100,"36,500","2,684","31,634",100,"36,500","2,684",31634.0,100.0,36500.0,2684.0,0,0,0,0,18997057.0,22475550.0,767449.0,34250387.0,63037906.0,697632.0,63735538.0,3920209.0,0,18997057.0,42327.0,0,0,4820173.0,0,0,8171590.0,-1460660.0,154445.0,273408.0,0,11958956.0,0.0,0,11210513.0,11210513.0,62510781.0,2091705.0,1694372.0,995638.0,0,0,0,4781715.0,0,0,0,29380158.0,29380158.0,34161873.0,28348908.0,28348908.0,62510781.0,0,0,63037905.0,697633.0,63735538.0,46446270.0,41472607.0,4973663.0,-5795375.0,-821712.0,0,-821712.0,,0,0
907,ENCOMPASS HEALTH REHABILITATION HOSP,4465 NARROW LANE ROAD,MONTGOMERY,AL,36116,MONTGOMERY,U,208.59,"23,820",70,"25,550","1,982","23,820",70,"25,550","1,982",23820.0,70.0,25550.0,1982.0,0,0,0,0,13165133.0,13546392.0,1631866.0,23655425.0,46487597.0,9337.0,46496934.0,1872202.0,0,13165133.0,220430.0,0,0,4783519.0,0,0,5884344.0,-1433610.0,84179.0,57465.0,0,9375897.0,0.0,0,2399730.0,2399730.0,28341377.0,461241.0,1166216.0,0,0,0,285119.0,1912576.0,0,0,0,642922.0,642922.0,2555498.0,25785879.0,25785879.0,28341377.0,0,0,46496935.0,0,46496935.0,31337843.0,26711525.0,4626318.0,104444.0,4730762.0,3.0,4730759.0,,0,0
908,ENCOMPASS HEALTH REHABILITATION HOSP,1736 EAST MAIN STREET,DOTHAN,AL,36301,HOUSTON,U,156.61,"18,230",51,"18,615","1,602","18,230",51,"18,615","1,602",18230.0,51.0,18615.0,1602.0,0,0,0,0,8823941.0,10896287.0,1475295.0,16728863.0,37571789.0,169229.0,37741018.0,1070217.0,0,8823941.0,0,0,0,4089246.0,0,0,5007397.0,-1279736.0,74973.0,41086.0,0,7932966.0,0.0,0,3083504.0,3083504.0,16115355.0,333779.0,828264.0,0,0,0,159925.0,1321968.0,0,0,0,2148822.0,2148822.0,3470790.0,12644565.0,12644565.0,16115355.0,0,0,37571789.0,169230.0,37741019.0,24864304.0,19720228.0,5144076.0,22376.0,5166452.0,0,5166452.0,,0,0
909,ENCOMPASS HEALTH REHABILITATION HOSP,801 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,U,132.05,"14,342",44,"16,060","1,194","14,342",44,"16,060","1,194",14342.0,44.0,16060.0,1194.0,0,0,0,0,8188558.0,7608761.0,643430.0,17450917.0,26802001.0,0,26802001.0,1682791.0,0,8188558.0,4539.0,0,0,2565218.0,0,0,2670060.0,-621550.0,43587.0,25528.0,0,4682843.0,0.0,0,1318688.0,1318688.0,10751728.0,320929.0,714575.0,0,0,0,81295.0,1116799.0,0,0,0,1240981.0,1240981.0,2357780.0,8393948.0,8393948.0,10751728.0,0,0,26802002.0,0,26802002.0,18628710.0,15797319.0,2831391.0,-302098.0,2529293.0,0,2529293.0,,0,0
910,ENCOMPASS HEALTH REHABILITATION INST,2650 NORTH WYATT DRIVE,TUCSON,AZ,85712,PIMA,U,217.73,"21,566",80,"29,200","1,726","21,566",80,"29,200","1,726",21566.0,80.0,29200.0,1726.0,0,0,0,0,14009470.0,11989329.0,1012233.0,23131557.0,46698974.0,2447917.0,49146891.0,1827495.0,0,14009470.0,257106.0,0,0,2638962.0,0,0,4552620.0,-1098871.0,56998.0,131622.0,0,6281331.0,0.0,0,16519120.0,16519120.0,28991326.0,348276.0,1297766.0,0,0,0,406113.0,2052155.0,0,0,0,10138982.0,10138982.0,12191137.0,16800189.0,16800189.0,28991326.0,0,0,46698973.0,2447917.0,49146890.0,28998090.0,25998799.0,2999291.0,112518.0,3111809.0,0,3111809.0,,0,0
911,YUMA REHABILITATION HOSPITAL  AN AFF,901 WEST 24TH STREET,YUMA,AZ,85364,YUMA,U,120.53,"13,942",51,"18,615","1,283","13,942",51,"18,615","1,283",13942.0,51.0,18615.0,1283.0,0,0,0,0,7665544.0,7245601.0,856115.0,14420968.0,29581719.0,96.0,29581815.0,1237217.0,0,7665544.0,570362.0,0,0,2367202.0,0,0,2734126.0,-362080.0,69767.0,113862.0,0,4922877.0,0.0,0,3305981.0,3305981.0,15025911.0,287594.0,520626.0,0,0,0,1589891.0,2398111.0,0,0,0,6738276.0,6738276.0,9136387.0,5889524.0,5889524.0,15025911.0,0,0,29581812.0,0,29581812.0,21886647.0,14911145.0,6975502.0,-24724.0,6950778.0,0,6950778.0,,0,0
912,ENCOMPASS HEALTH REHABILITATION HOSP,5001 COMMERCE DRIVE,BAKERSFIELD,CA,93309,KERN,U,219.00,"23,259",86,"31,390","1,839","23,259",86,"31,390","1,839",23259.0,86.0,31390.0,1839.0,0,0,0,0,17622909.0,19812607.0,978313.0,34610638.0,61401108.0,870.0,61401978.0,3647421.0,0,17622909.0,2530878.0,0,0,7988251.0,0,0,10056539.0,-2389648.0,82418.0,152543.0,0,15890103.0,0.0,0,15215966.0,15215966.0,38174872.0,891729.0,1460620.0,0,0,0,3508537.0,5860886.0,0,0,0,7099592.0,7099592.0,12960478.0,25214394.0,25214394.0,38174872.0,0,0,61425352.0,0,61425352.0,41106347.0,37435516.0,3670831.0,111150.0,3781981.0,0,3781981.0,,0,0
913,ENCOMPASS HEALTH REHABILITATION HOSP,4399 KNOB HILL ROAD,SUNRISE,FL,33351,BROWARD,U,319.23,"35,733",126,"45,990","2,634","35,733",126,"45,990","2,634",35733.0,126.0,45990.0,2634.0,0,0,0,0,20185160.0,23033040.0,2444855.0,40140358.0,81540040.0,0,81540040.0,5442072.0,0,20185160.0,0,0,0,8150540.0,0,0,10320734.0,-2528282.0,189528.0,31638.0,0,16164158.0,0.0,0,10071635.0,10071635.0,31596060.0,712233.0,1476414.0,0,0,0,3061060.0,5249707.0,0,0,0,2028561.0,2028561.0,7278268.0,24317792.0,24317792.0,31596060.0,0,0,81540040.0,0,81540040.0,48409976.0,43218200.0,5191776.0,153248.0,5345024.0,0,5345024.0,,0,0
914,ENCOMPASS HEALTH REHABILITATION HOSP,1675 RIGGINS ROAD,TALLAHASSEE,FL,32308,LEON,U,161.68,"16,998",76,"27,740","1,320","16,998",76,"27,740","1,320",16998.0,76.0,27740.0,1320.0,0,0,0,0,10036911.0,10046645.0,746628.0,18222782.0,31645132.0,538.0,31645670.0,1947432.0,0,10036911.0,0,0,0,2635444.0,0,0,4955760.0,-937166.0,102843.0,88259.0,0,6845140.0,0.0,0,3360059.0,3360059.0,24946940.0,263649.0,713111.0,0,0,0,454347.0,1431107.0,0,0,0,0,0,1431107.0,23515833.0,23515833.0,24946940.0,0,0,31645132.0,538.0,31645670.0,22978069.0,20083556.0,2894513.0,26681.0,2921194.0,0,2921194.0,,0,0
915,ENCOMPASS HEALTH REHABILITATION HOSP,1847 FLORIDA AVENUE,PANAMA CITY,FL,32405,BAY,U,165.99,"17,393",75,"27,375","1,291","17,393",75,"27,375","1,291",17393.0,75.0,27375.0,1291.0,0,0,0,0,10655730.0,10961303.0,827006.0,19951639.0,33295989.0,155.0,33296144.0,2632456.0,0,10655730.0,0,0,0,15055665.0,0,0,5367305.0,-1097081.0,77740.0,30327.0,0,19433956.0,0.0,0,2144043.0,2144043.0,27115296.0,1191207.0,969903.0,0,0,0,468943.0,2630053.0,0,0,0,79247.0,79247.0,2709300.0,24405996.0,24405996.0,27115296.0,0,0,33296144.0,0,33296144.0,22050152.0,21617033.0,433119.0,3829086.0,4262205.0,0,4262205.0,,0,0
916,ENCOMPASS HEALTH REHABILITATION HOSP,2101 E. NEWNAN CROSSING BLVD,NEWNAN,GA,30265,COWETA,U,149.12,"16,880",50,"18,250","1,462","16,880",50,"18,250","1,462",16880.0,50.0,18250.0,1462.0,0,0,0,0,10509058.0,10479719.0,1153928.0,19093841.0,37124458.0,0,37124458.0,0,0,10509058.0,0,0,0,4264927.0,0,0,4803830.0,-1121430.0,64343.0,101346.0,0,8113016.0,0.0,0,143427.0,143427.0,24221946.0,368715.0,826297.0,0,0,0,71010.0,1266022.0,0,0,0,0,0,1266022.0,22955924.0,22955924.0,24221946.0,0,0,37124458.0,0,37124458.0,26627108.0,20988777.0,5638331.0,34901.0,5673232.0,0,5673232.0,,0,0
